file,line,kind,text,class
lexflow-pricing.html,140,text,LexFlow — Professional,COPY
lexflow-pricing.html,140,text,$79 / user / mo,numeric/unit
lexflow-pricing.html,140,text,Billed annually,COPY
lexflow-pricing.html,141,text,LexFlow — Enterprise,COPY
lexflow-pricing.html,141,text,Custom quote,COPY
lexflow-pricing.html,141,text,Contact sales,COPY
lexflow-pricing.html,142,text,Clio — EasyStart,COPY
lexflow-pricing.html,142,text,$49 / user / mo,numeric/unit
lexflow-pricing.html,142,text,"Publicly listed, billed annually",COPY
lexflow-pricing.html,143,text,Clio — Essentials,COPY
lexflow-pricing.html,143,text,$89 / user / mo,numeric/unit
lexflow-pricing.html,143,text,"Publicly listed, billed annually",COPY
lexflow-pricing.html,144,text,Clio — Advanced / Complete,COPY
lexflow-pricing.html,144,text,$149 / user / mo,numeric/unit
lexflow-pricing.html,144,text,"Publicly listed, billed annually",COPY
lexflow-pricing.html,145,text,Vincent AI (by vLex / Clio),COPY
lexflow-pricing.html,145,text,Contact vendor,COPY
lexflow-pricing.html,145,text,No published pricing; third-party reviews cite ~$399/mo for comparable tiers,COPY
lexflow-pricing.html,151,text,🛡 Handled under EU GDPR requirements,badge/label
lexflow-pricing.html,151,text,🔒 Working towards ISO/IEC 27001,badge/label
lexflow-pricing.html,151,text,🔐 Working towards ISO/IEC 27701,badge/label
lexflow-pricing.html,154,text,✓ Archiviazione cloud · or your local server,badge/label
lexflow-pricing.html,155,text,✓ Notifiche email e messenger automatiche,badge/label
lexflow-pricing.html,156,text,✓ PostgreSQL Secure database,badge/label
lexflow-pricing.html,157,text,✓ CRM,badge/label
lexflow-pricing.html,158,text,✓ Legal Calendaring,badge/label
lexflow-pricing.html,159,text,| Prossimamente: Time &amp; Expense Tracking · Payments,COPY
lexflow-pricing.html,178,text,💬 WhatsApp · +39 345 023 4084,COPY
lexflow-pricing.html,179,text,✉ info@lexflow.com,COPY
lexflow-pricing.html,180,text,✉ demo@lexflow.com,COPY
lexflow-pricing.html,190,attr:aria-label,LinkedIn,brand/no-translation-needed
lexflow-pricing.html,191,attr:aria-label,Instagram,brand/no-translation-needed
lexflow-pricing.html,192,attr:aria-label,WhatsApp,brand/no-translation-needed
lexflow-pricing.html,193,attr:aria-label,GitHub,brand/no-translation-needed
lexflow-pricing.html,194,attr:aria-label,Telegram,brand/no-translation-needed
lexflow-pricing.html,242,text,Elisa,brand/no-translation-needed
lexflow-pricing.html,243,text,LexFlow's digital intake assistant,COPY
lexflow-pricing.html,244,text,Online — intake only,COPY
lexflow-pricing.html,247,attr:aria-label,Minimise assistant,COPY
lexflow-pricing.html,248,attr:aria-label,Close assistant,COPY
lexflow-pricing.html,248,text,&times;,brand/no-translation-needed
lexflow-pricing.html,254,attr:aria-label,Conversation with Elisa,COPY
lexflow-pricing.html,258,text,"Hi, I'm Elisa, LexFlow's digital intake assistant. I'll take a few details and pass them to the firm. First, how can the firm reach you?",COPY
lexflow-pricing.html,264,text,Elisa is typing…,COPY
lexflow-pricing.html,269,text,Your contact details,COPY
lexflow-pricing.html,272,text,Email,COPY
lexflow-pricing.html,276,text,Phone,COPY
lexflow-pricing.html,279,text,Continue,COPY
lexflow-pricing.html,284,text,About the matter,COPY
lexflow-pricing.html,286,text,Practice area,COPY
lexflow-pricing.html,288,text,Civil law,COPY
lexflow-pricing.html,289,text,Corporate &amp; business,COPY
lexflow-pricing.html,290,text,Family law,COPY
lexflow-pricing.html,291,text,Criminal defence,COPY
lexflow-pricing.html,292,text,Real estate,COPY
lexflow-pricing.html,293,text,Intellectual property,COPY
lexflow-pricing.html,294,text,Immigration,COPY
lexflow-pricing.html,295,text,Labour &amp; employment,COPY
lexflow-pricing.html,296,text,Administrative,COPY
lexflow-pricing.html,297,text,Other / not sure,COPY
lexflow-pricing.html,301,text,Matter status,COPY
lexflow-pricing.html,303,text,New request,COPY
lexflow-pricing.html,304,text,Under review,COPY
lexflow-pricing.html,305,text,Existing matter,COPY
lexflow-pricing.html,309,text,Urgency,COPY
lexflow-pricing.html,311,text,Low,COPY
lexflow-pricing.html,312,text,Medium,COPY
lexflow-pricing.html,313,text,High,COPY
lexflow-pricing.html,314,text,Critical,COPY
lexflow-pricing.html,317,text,Continue,COPY
lexflow-pricing.html,322,text,Describe the matter,COPY
lexflow-pricing.html,323,text,Common requests,COPY
lexflow-pricing.html,325,text,New matter,COPY
lexflow-pricing.html,326,text,Matter status,COPY
lexflow-pricing.html,327,text,Urgent,COPY
lexflow-pricing.html,328,text,Plans &amp; pricing,COPY
lexflow-pricing.html,331,text,What is this about?,COPY
lexflow-pricing.html,335,text,Send request,COPY
lexflow-pricing.html,340,text,Start again,COPY
lexflow-pricing.html,343,text,Elisa does not give legal advice and does not replace a lawyer.,COPY
lexflow-pricing.html,344,text,Continue on WhatsApp,COPY
lexflow-pricing.html,345,text,Urgent matter? Call the firm directly.,COPY
lexflow-pricing.html,346,text,Do not send confidential case details here. Internal firm notes are never shown to clients.,COPY
lexflow-pricing.html,347,text,Privacy policy,COPY
lexflow-pricing.html,352,attr:aria-label,Talk to Elisa — LexFlow's digital intake assistant,COPY
lexflow-pricing.html,357,text,Talk to Elisa,COPY
lexflow-practice-areas.html,1,text,<!DOCTYPE html>,brand/no-translation-needed
lexflow-practice-areas.html,6,text,Practice Areas — LexFlow,COPY
lexflow-practice-areas.html,49,text,LexFlow,brand/no-translation-needed
lexflow-practice-areas.html,62,text,🇬🇧 English,COPY
lexflow-practice-areas.html,63,text,🇮🇹 Italiano,COPY
lexflow-practice-areas.html,64,text,🇷🇺 Русский,COPY
lexflow-practice-areas.html,81,attr:alt,Bilancia della giustizia,COPY
lexflow-practice-areas.html,82,text,Practice Areas,COPY
lexflow-practice-areas.html,292,text,💬 WhatsApp · +39 345 023 4084,COPY
lexflow-practice-areas.html,293,text,✉ info@lexflow.com,COPY
lexflow-practice-areas.html,294,text,✉ demo@lexflow.com,COPY
lexflow-practice-areas.html,304,attr:aria-label,LinkedIn,brand/no-translation-needed
lexflow-practice-areas.html,305,attr:aria-label,Instagram,brand/no-translation-needed
lexflow-practice-areas.html,306,attr:aria-label,WhatsApp,brand/no-translation-needed
lexflow-practice-areas.html,307,attr:aria-label,GitHub,brand/no-translation-needed
lexflow-practice-areas.html,308,attr:aria-label,Telegram,brand/no-translation-needed
lexflow-practice-areas.html,358,text,Elisa,brand/no-translation-needed
lexflow-practice-areas.html,359,text,LexFlow's digital intake assistant,COPY
lexflow-practice-areas.html,360,text,Online — intake only,COPY
lexflow-practice-areas.html,363,attr:aria-label,Minimise assistant,COPY
lexflow-practice-areas.html,364,attr:aria-label,Close assistant,COPY
lexflow-practice-areas.html,364,text,&times;,brand/no-translation-needed
lexflow-practice-areas.html,370,attr:aria-label,Conversation with Elisa,COPY
lexflow-practice-areas.html,374,text,"Hi, I'm Elisa, LexFlow's digital intake assistant. I'll take a few details and pass them to the firm. First, how can the firm reach you?",COPY
lexflow-practice-areas.html,380,text,Elisa is typing…,COPY
lexflow-practice-areas.html,385,text,Your contact details,COPY
lexflow-practice-areas.html,388,text,Email,COPY
lexflow-practice-areas.html,392,text,Phone,COPY
lexflow-practice-areas.html,395,text,Continue,COPY
lexflow-practice-areas.html,400,text,About the matter,COPY
lexflow-practice-areas.html,402,text,Practice area,COPY
lexflow-practice-areas.html,404,text,Civil law,COPY
lexflow-practice-areas.html,405,text,Corporate &amp; business,COPY
lexflow-practice-areas.html,406,text,Family law,COPY
lexflow-practice-areas.html,407,text,Criminal defence,COPY
lexflow-practice-areas.html,408,text,Real estate,COPY
lexflow-practice-areas.html,409,text,Intellectual property,COPY
lexflow-practice-areas.html,410,text,Immigration,COPY
lexflow-practice-areas.html,411,text,Labour &amp; employment,COPY
lexflow-practice-areas.html,412,text,Administrative,COPY
lexflow-practice-areas.html,413,text,Other / not sure,COPY
lexflow-practice-areas.html,417,text,Matter status,COPY
lexflow-practice-areas.html,419,text,New request,COPY
lexflow-practice-areas.html,420,text,Under review,COPY
lexflow-practice-areas.html,421,text,Existing matter,COPY
lexflow-practice-areas.html,425,text,Urgency,COPY
lexflow-practice-areas.html,427,text,Low,COPY
lexflow-practice-areas.html,428,text,Medium,COPY
lexflow-practice-areas.html,429,text,High,COPY
lexflow-practice-areas.html,430,text,Critical,COPY
lexflow-practice-areas.html,433,text,Continue,COPY
lexflow-practice-areas.html,438,text,Describe the matter,COPY
lexflow-practice-areas.html,439,text,Common requests,COPY
lexflow-practice-areas.html,441,text,New matter,COPY
lexflow-practice-areas.html,442,text,Matter status,COPY
lexflow-practice-areas.html,443,text,Urgent,COPY
lexflow-practice-areas.html,444,text,Plans &amp; pricing,COPY
lexflow-practice-areas.html,447,text,What is this about?,COPY
lexflow-practice-areas.html,451,text,Send request,COPY
lexflow-practice-areas.html,456,text,Start again,COPY
lexflow-practice-areas.html,459,text,Elisa does not give legal advice and does not replace a lawyer.,COPY
lexflow-practice-areas.html,460,text,Continue on WhatsApp,COPY
lexflow-practice-areas.html,461,text,Urgent matter? Call the firm directly.,COPY
lexflow-practice-areas.html,462,text,Do not send confidential case details here. Internal firm notes are never shown to clients.,COPY
lexflow-practice-areas.html,463,text,Privacy policy,COPY
lexflow-practice-areas.html,468,attr:aria-label,Talk to Elisa — LexFlow's digital intake assistant,COPY
lexflow-practice-areas.html,473,text,Talk to Elisa,COPY
lexflow-faq.html,1,text,<!DOCTYPE html>,brand/no-translation-needed
lexflow-faq.html,6,text,FAQ and glossary — LexFlow legal practice management,COPY
lexflow-faq.html,59,text,LexFlow,brand/no-translation-needed
lexflow-faq.html,72,text,🇬🇧 English,COPY
lexflow-faq.html,73,text,🇮🇹 Italiano,COPY
lexflow-faq.html,74,text,🇷🇺 Русский,COPY
lexflow-faq.html,98,text,✓ Fewer status chases,badge/label
lexflow-faq.html,99,text,✓ Clear responsibility per matter,badge/label
lexflow-faq.html,100,text,✓ Visible dates and next actions,badge/label
lexflow-faq.html,101,text,✓ Clients informed through approved updates,badge/label
lexflow-faq.html,104,attr:alt,LexFlow matter board showing matters grouped by stage,COPY
lexflow-faq.html,104,text,Board Kanban per ogni pratica,COPY
lexflow-faq.html,105,attr:alt,Law firm team working together,COPY
lexflow-faq.html,105,text,Notifiche sincronizzate al calendario,COPY
lexflow-faq.html,114,text,&lt; 5 min,numeric/unit
lexflow-faq.html,154,text,See the,COPY
lexflow-faq.html,154,text,glossary,COPY
lexflow-faq.html,154,text,"for what encryption, secure access controls and SOC 2 mean in plain language.",COPY
lexflow-faq.html,165,text,See,COPY
lexflow-faq.html,165,text,practice area workflows,COPY
lexflow-faq.html,165,text,"for a definition, an intake example and a workflow example per area.",COPY
lexflow-faq.html,185,text,Both terms are defined in the,COPY
lexflow-faq.html,185,text,glossary,COPY
lexflow-faq.html,211,text,Filter glossary terms,COPY
lexflow-faq.html,231,text,No term matches that. Try a shorter word.,COPY
lexflow-faq.html,269,text,💬 WhatsApp · +39 345 023 4084,COPY
lexflow-faq.html,270,text,✉ info@lexflow.com,COPY
lexflow-faq.html,271,text,✉ demo@lexflow.com,COPY
lexflow-faq.html,281,attr:aria-label,LinkedIn,brand/no-translation-needed
lexflow-faq.html,282,attr:aria-label,Instagram,brand/no-translation-needed
lexflow-faq.html,283,attr:aria-label,WhatsApp,brand/no-translation-needed
lexflow-faq.html,284,attr:aria-label,GitHub,brand/no-translation-needed
lexflow-faq.html,285,attr:aria-label,Telegram,brand/no-translation-needed
lexflow-faq.html,449,text,Elisa,brand/no-translation-needed
lexflow-faq.html,450,text,LexFlow's digital intake assistant,COPY
lexflow-faq.html,451,text,Online — intake only,COPY
lexflow-faq.html,454,attr:aria-label,Minimise assistant,COPY
lexflow-faq.html,455,attr:aria-label,Close assistant,COPY
lexflow-faq.html,455,text,&times;,brand/no-translation-needed
lexflow-faq.html,461,attr:aria-label,Conversation with Elisa,COPY
lexflow-faq.html,465,text,"Hi, I'm Elisa, LexFlow's digital intake assistant. I'll take a few details and pass them to the firm. First, how can the firm reach you?",COPY
lexflow-faq.html,471,text,Elisa is typing…,COPY
lexflow-faq.html,476,text,Your contact details,COPY
lexflow-faq.html,479,text,Email,COPY
lexflow-faq.html,483,text,Phone,COPY
lexflow-faq.html,486,text,Continue,COPY
lexflow-faq.html,491,text,About the matter,COPY
lexflow-faq.html,493,text,Practice area,COPY
lexflow-faq.html,495,text,Civil law,COPY
lexflow-faq.html,496,text,Corporate &amp; business,COPY
lexflow-faq.html,497,text,Family law,COPY
lexflow-faq.html,498,text,Criminal defence,COPY
lexflow-faq.html,499,text,Real estate,COPY
lexflow-faq.html,500,text,Intellectual property,COPY
lexflow-faq.html,501,text,Immigration,COPY
lexflow-faq.html,502,text,Labour &amp; employment,COPY
lexflow-faq.html,503,text,Administrative,COPY
lexflow-faq.html,504,text,Other / not sure,COPY
lexflow-faq.html,508,text,Matter status,COPY
lexflow-faq.html,510,text,New request,COPY
lexflow-faq.html,511,text,Under review,COPY
lexflow-faq.html,512,text,Existing matter,COPY
lexflow-faq.html,516,text,Urgency,COPY
lexflow-faq.html,518,text,Low,COPY
lexflow-faq.html,519,text,Medium,COPY
lexflow-faq.html,520,text,High,COPY
lexflow-faq.html,521,text,Critical,COPY
lexflow-faq.html,524,text,Continue,COPY
lexflow-faq.html,529,text,Describe the matter,COPY
lexflow-faq.html,530,text,Common requests,COPY
lexflow-faq.html,532,text,New matter,COPY
lexflow-faq.html,533,text,Matter status,COPY
lexflow-faq.html,534,text,Urgent,COPY
lexflow-faq.html,535,text,Plans &amp; pricing,COPY
lexflow-faq.html,538,text,What is this about?,COPY
lexflow-faq.html,542,text,Send request,COPY
lexflow-faq.html,547,text,Start again,COPY
lexflow-faq.html,550,text,Elisa does not give legal advice and does not replace a lawyer.,COPY
lexflow-faq.html,551,text,Continue on WhatsApp,COPY
lexflow-faq.html,552,text,Urgent matter? Call the firm directly.,COPY
lexflow-faq.html,553,text,Do not send confidential case details here. Internal firm notes are never shown to clients.,COPY
lexflow-faq.html,554,text,Privacy policy,COPY
lexflow-faq.html,559,attr:aria-label,Talk to Elisa — LexFlow's digital intake assistant,COPY
lexflow-faq.html,564,text,Talk to Elisa,COPY
lexflow-blog.html,1,text,<!DOCTYPE html>,brand/no-translation-needed
lexflow-blog.html,6,text,Blog — LexFlow,COPY
lexflow-blog.html,85,text,LexFlow,brand/no-translation-needed
lexflow-blog.html,98,text,🇬🇧 English,COPY
lexflow-blog.html,99,text,🇮🇹 Italiano,COPY
lexflow-blog.html,100,text,🇷🇺 Русский,COPY
lexflow-blog.html,234,text,◉ WhatsApp +39 345 023 4084,COPY
lexflow-blog.html,235,text,✉ demo@lexflow.com,COPY
lexflow-blog.html,263,attr:aria-label,LinkedIn,brand/no-translation-needed
lexflow-blog.html,264,attr:aria-label,Instagram,brand/no-translation-needed
lexflow-blog.html,265,attr:aria-label,WhatsApp,brand/no-translation-needed
lexflow-blog.html,266,attr:aria-label,GitHub,brand/no-translation-needed
lexflow-blog.html,267,attr:aria-label,Telegram,brand/no-translation-needed
lexflow-blog.html,497,text,Elisa,brand/no-translation-needed
lexflow-blog.html,498,text,LexFlow's digital intake assistant,COPY
lexflow-blog.html,499,text,Online — intake only,COPY
lexflow-blog.html,502,attr:aria-label,Minimise assistant,COPY
lexflow-blog.html,503,attr:aria-label,Close assistant,COPY
lexflow-blog.html,503,text,&times;,brand/no-translation-needed
lexflow-blog.html,509,attr:aria-label,Conversation with Elisa,COPY
lexflow-blog.html,513,text,"Hi, I'm Elisa, LexFlow's digital intake assistant. I'll take a few details and pass them to the firm. First, how can the firm reach you?",COPY
lexflow-blog.html,519,text,Elisa is typing…,COPY
lexflow-blog.html,524,text,Your contact details,COPY
lexflow-blog.html,527,text,Email,COPY
lexflow-blog.html,531,text,Phone,COPY
lexflow-blog.html,534,text,Continue,COPY
lexflow-blog.html,539,text,About the matter,COPY
lexflow-blog.html,541,text,Practice area,COPY
lexflow-blog.html,543,text,Civil law,COPY
lexflow-blog.html,544,text,Corporate &amp; business,COPY
lexflow-blog.html,545,text,Family law,COPY
lexflow-blog.html,546,text,Criminal defence,COPY
lexflow-blog.html,547,text,Real estate,COPY
lexflow-blog.html,548,text,Intellectual property,COPY
lexflow-blog.html,549,text,Immigration,COPY
lexflow-blog.html,550,text,Labour &amp; employment,COPY
lexflow-blog.html,551,text,Administrative,COPY
lexflow-blog.html,552,text,Other / not sure,COPY
lexflow-blog.html,556,text,Matter status,COPY
lexflow-blog.html,558,text,New request,COPY
lexflow-blog.html,559,text,Under review,COPY
lexflow-blog.html,560,text,Existing matter,COPY
lexflow-blog.html,564,text,Urgency,COPY
lexflow-blog.html,566,text,Low,COPY
lexflow-blog.html,567,text,Medium,COPY
lexflow-blog.html,568,text,High,COPY
lexflow-blog.html,569,text,Critical,COPY
lexflow-blog.html,572,text,Continue,COPY
lexflow-blog.html,577,text,Describe the matter,COPY
lexflow-blog.html,578,text,Common requests,COPY
lexflow-blog.html,580,text,New matter,COPY
lexflow-blog.html,581,text,Matter status,COPY
lexflow-blog.html,582,text,Urgent,COPY
lexflow-blog.html,583,text,Plans &amp; pricing,COPY
lexflow-blog.html,586,text,What is this about?,COPY
lexflow-blog.html,590,text,Send request,COPY
lexflow-blog.html,595,text,Start again,COPY
lexflow-blog.html,598,text,Elisa does not give legal advice and does not replace a lawyer.,COPY
lexflow-blog.html,599,text,Continue on WhatsApp,COPY
lexflow-blog.html,600,text,Urgent matter? Call the firm directly.,COPY
lexflow-blog.html,601,text,Do not send confidential case details here. Internal firm notes are never shown to clients.,COPY
lexflow-blog.html,602,text,Privacy policy,COPY
lexflow-blog.html,607,attr:aria-label,Talk to Elisa — LexFlow's digital intake assistant,COPY
lexflow-blog.html,612,text,Talk to Elisa,COPY
lexflow-article-matter-tracker.html,1,text,<!DOCTYPE html>,brand/no-translation-needed
